,Video File,start,end,size
277,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1562950.0,1563140.0,146325.0
278,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1620770.0,1621050.0,348348.0
279,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1628290.0,1628620.0,125041.0
280,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,8139.0,8369.0,294008.0
281,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,31119.0,31299.0,1097958.0
282,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,39650.0,39839.0,718940.0
283,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,50370.0,50500.0,116507.0
284,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,54359.0,54609.0,354133.0
285,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,296820.0,297130.0,380921.0
286,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,337710.0,337830.0,174182.0
287,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,422980.0,423110.0,47536.0
288,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,755529.0,755819.0,543172.0
289,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,917920.0,918099.0,230437.0
290,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1255620.0,1255800.0,251584.0
291,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,1261510.0,1261680.0,135668.0
292,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,20880.0,21189.0,450959.0
293,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,23590.0,23810.0,682498.0
294,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,364090.0,364299.0,328767.0
295,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,722910.0,723310.0,331824.0
296,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,949500.0,949680.0,94931.0
297,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,370780.0,371229.0,414268.0
298,2016-03-26_0130_US_KNBC_NBC_Nightly_News.mp4,400460.0,400750.0,164782.0
